movieId|sim_moveId|relevance
1|4886|0.9746858735196686
1|3114|0.9671644147655893
1|78499|0.9378223697556919
1|2355|0.936678102150142
1|6377|0.9349736019996906
2|60|0.8928613304241351
2|2161|0.8911958248291769
2|4896|0.8895814698165467
2|1009|0.8883646352714862
2|2399|0.8848743062672945
3|5309|0.9248349239019347
3|4621|0.9244829107038485
3|4471|0.9138877335286054
3|122|0.9092471323549182
3|7701|0.9063380804023509
4|1353|0.92652293209378
4|6765|0.9256604904264005
4|66203|0.9253562976446155
4|7149|0.921510712634925
4|195|0.9173491573263244
5|6944|0.9418993332044738
5|5308|0.9000277413433929
5|4003|0.8968230384321506
5|30825|0.8954974315677137
5|934|0.8942500350463647
6|1953|0.9325168805435777
6|4855|0.9317963183725331
6|1036|0.9180131085481453
6|2278|0.9116132223734857
6|293|0.9081009676509062
7|8623|0.9350216338472284
7|915|0.9350147360535274
7|4285|0.9349370579812842
7|237|0.9342940845582509
7|2424|0.9318648722909524
8|828|0.9251410959300066
8|2077|0.8895151220088496
8|6405|0.8879178911050855
8|146|0.8846458251005002
8|711|0.8834773287016994
9|204|0.9384713400595579
9|4200|0.9012778985081011
9|1497|0.8982704851191332
9|4387|0.8917341143676663
9|1170|0.8913282392724209
10|1722|0.9684508830587346
10|4005|0.966353571505402
10|3635|0.9654697004846831
10|3082|0.9652417442382942
10|2989|0.9646072443020602
11|539|0.9214021015791691
11|440|0.9158564077704557
11|361|0.912547369815029
11|7149|0.912348978755537
11|58047|0.9022910638954059
12|6888|0.9250552926412499
12|3785|0.9040102255342208
12|44972|0.9029457456855209
12|2163|0.8966577080941609
12|7319|0.8773993042290654
13|6889|0.9258456258040612
13|2085|0.9187588323311675
13|2089|0.9137310687667813
13|3615|0.8982763780047494
13|2057|0.8915321600096382
14|64620|0.9291522874898733
14|3246|0.9272758290907052
14|7618|0.9102109683201052
14|1082|0.9064558636538541
14|2336|0.9064503864890983
15|552|0.8792968766673529
15|4367|0.8622415578138771
15|2406|0.8613742239722509
15|78105|0.8562684712808579
15|736|0.8555740893299982
16|1213|0.9676623973653272
16|431|0.9599624301707756
16|1466|0.9505540548808866
16|25788|0.9353411101297349
16|4378|0.9346289809191591
17|28|0.9710985950470341
17|7669|0.9655271941950891
17|40629|0.9600019282152303
17|1296|0.9579486347267807
17|74508|0.9314237077492576
18|4452|0.9089496699952507
18|176|0.9050512560411672
18|1503|0.9049255921059037
18|4267|0.9030891295556763
18|2072|0.9026080929821436
19|344|0.9520878455049612
19|3869|0.9516332838368148
19|107348|0.9358970478820084
19|4388|0.9327460510176245
19|2792|0.9317565795477626
20|145|0.9214293349202485
20|1432|0.908360935452202
20|7007|0.8904970479378101
20|5027|0.8868385330676987
20|1573|0.8842145396339027
21|4011|0.9329264494043215
21|2542|0.9311748145706155
21|3104|0.8932736552216749
21|2580|0.8869109804478637
21|38061|0.8833099004882281
22|1620|0.9301951816855021
22|5506|0.9109579603695062
22|6323|0.9038836312649927
22|7305|0.89809795279488
22|52604|0.898065982738436
23|1769|0.9267688606095887
23|1792|0.9172686306420389
23|2278|0.9164219716268549
23|61465|0.9105937281093138
23|8665|0.9062941285613263
24|1584|0.882861923505999
24|55908|0.8652553957411508
24|112804|0.8588733933057857
24|97752|0.8581642504203958
24|5410|0.852090099867952
25|2858|0.9237703705493613
25|5992|0.9214160523040914
25|5015|0.9193862178466308
25|5625|0.913218527198716
25|73023|0.9129517279446009
26|3723|0.9664744992721288
26|30850|0.9266628588491688
26|211|0.9222576241187258
26|4113|0.9215829292036274
26|1941|0.9210237090263611
27|7059|0.8680034348804573
27|917|0.8672648249262858
27|3189|0.8649506254006516
27|262|0.8480154539225462
27|5099|0.8475830798462581
28|17|0.9710985950470341
28|7669|0.970172096240441
28|1296|0.9586366626850116
28|40629|0.9504288563331443
28|613|0.9400393131915654
29|1199|0.8584358046782876
29|7099|0.85281216153859
29|7123|0.8517407847498527
29|59387|0.8493682426178462
29|1232|0.8455796548121597
30|1227|0.9117934388946742
30|1809|0.9106266524206484
30|73344|0.9049077679081633
30|26052|0.8995767283198259
30|8656|0.8985376715023452
31|49910|0.9255721954586598
31|4019|0.9240383310746173
31|491|0.9226443960674949
31|4616|0.9220853275281331
31|5873|0.919228530137275
32|4878|0.9115609898877716
32|68237|0.8962893573572095
32|70286|0.8945737912710623
32|4226|0.8862440659078249
32|2009|0.8841114307282627
34|1012|0.9073897569991823
34|3189|0.904838365753558
34|1547|0.8948854673615021
34|2018|0.884572879246188
34|531|0.8794062347769264
36|7160|0.9310977678212566
36|2329|0.9266443987608833
36|3147|0.9221477083409867
36|290|0.9210571936588836
36|6852|0.9186533857111631
38|6338|0.9206155746298171
38|1021|0.8988822429389389
38|7161|0.8971089711577758
38|87|0.8953876860487294
38|1919|0.8949647564179274
39|2572|0.944474741527382
39|2144|0.9372972776117476
39|2485|0.9281508043039807
39|2581|0.9262380827416042
39|4091|0.9188834068751314
40|8010|0.9318705536618594
40|3711|0.9050265690590795
40|2739|0.9000124949869376
40|3271|0.8990568394675739
40|2928|0.8971549776774536
41|1217|0.8904003348617586
41|3742|0.8759980366261433
41|26|0.8752087296490509
41|3811|0.8731993283264089
41|1178|0.872850118487717
42|4488|0.9227142043436513
42|493|0.918446182639197
42|31101|0.8987679489646188
42|4262|0.8962871272120898
42|7047|0.8960782921877474
43|2336|0.9228581821823802
43|2563|0.9165834685746921
43|4152|0.9120822085756163
43|55274|0.9108125040622631
43|650|0.9097410355161604
44|393|0.9425315136673442
44|1681|0.9255139779862056
44|4367|0.8863591671907411
44|2373|0.883258105069771
44|5313|0.8784810115963937
45|319|0.8990987647189581
45|1648|0.8676874197923645
45|3893|0.8650596264929722
45|608|0.8626792376934489
45|6001|0.8602316361275965
46|105|0.9371227446945339
46|207|0.9123031685581314
46|2269|0.9118370306779393
46|2443|0.9113198412705934
46|140|0.905527654606935
47|4226|0.9567148311475835
47|27773|0.9421314774076773
47|904|0.9285458421921275
47|50|0.9094828708732109
47|5712|0.9076751992832255
48|783|0.9305310303552086
48|1688|0.9031124289494263
48|1907|0.9022528667693915
48|2081|0.897101301118509
48|1029|0.8880874550404604
49|461|0.9114515563468077
49|7010|0.9067584285156833
49|27246|0.9035088169155598
49|3855|0.9015776944367235
49|133645|0.8993858716481095
50|1089|0.9454891167857022
50|2579|0.9350001539803243
50|1617|0.9238488284470665
50|1086|0.9237512373259184
50|4226|0.917195071764688
52|6993|0.9397620858384594
52|281|0.924795518804301
52|8949|0.9212441926086348
52|1244|0.9162973693645042
52|6710|0.9154049630796216
53|1419|0.8773372843371113
53|2970|0.8759186662673233
53|8684|0.8698779459505837
53|7063|0.8667240479000173
53|4312|0.865240529511595
54|6559|0.9365738252197479
54|1021|0.9331154390410079
54|2082|0.9318848377498217
54|4822|0.9257013634728519
54|2042|0.9250068402134681
55|1119|0.9104570050762231
55|3790|0.9100867532981968
55|1051|0.9066057601223249
55|4345|0.9058508453194022
55|43914|0.9012958530443972
57|341|0.9248180391293246
57|1621|0.9099100884961626
57|4345|0.9080295738346149
57|1633|0.9053588308613916
57|279|0.9043158503607139
58|1277|0.9192425990318279
58|8270|0.9097574153113992
58|3307|0.909269769386721
58|1564|0.9069865689052369
58|916|0.9050970229498204
60|2161|0.9120824253943345
60|2162|0.9098973690108417
60|50601|0.907166079989358
60|126|0.9013567846330508
60|4896|0.8954875227209906
61|805|0.9305747593033844
61|2419|0.9246445148459537
61|71838|0.899706008960043
61|3420|0.8963215366589503
61|54787|0.8932101998358334
62|2996|0.9315651488053837
62|1246|0.9232886000391867
62|3478|0.9175534367835962
62|2866|0.9154994367413632
62|4019|0.9151630288234345
63|2027|0.9449059431934164
63|6298|0.9329159519034484
63|4845|0.9245484390148554
63|131013|0.9079802926917219
63|87869|0.9053341729102258
64|1453|0.9337296246335467
64|2597|0.9198163600091452
64|188751|0.9195395632755969
64|118|0.91262466815233
64|295|0.9118843618906722
65|2296|0.9631655014904689
65|3979|0.9601121857430668
65|3146|0.9572796904779849
65|58315|0.9558853170929908
65|4340|0.9548457551086085
66|172|0.9034582128448284
66|6996|0.8940095561376857
66|71254|0.8928828277832908
66|95875|0.891878293265048
66|3986|0.8914833454258866
68|3422|0.907115371451449
68|4877|0.9041368102037426
68|6100|0.8946514254687443
68|2774|0.8917171784252707
68|2259|0.8915617001210593
69|1194|0.9515472765057778
69|1753|0.9436649277668198
69|6188|0.9246026818592729
69|333|0.9229965617231864
69|3421|0.9216396109986003
70|48678|0.9053079421006458
70|46965|0.8721262301835639
70|2867|0.8718934749038136
70|71535|0.8715549768207024
70|60522|0.8637869134259607
71|204|0.9052288891462377
71|2817|0.8977223823006617
71|2534|0.895232256939039
71|1170|0.8916853770499737
71|7376|0.887892601691393
72|1836|0.9396064220863329
72|3543|0.9257436607519416
72|6978|0.924995619081938
72|1454|0.9244067691284269
72|2395|0.9223979086361379
73|527|0.9174710719183842
73|5995|0.9168616618669334
73|6235|0.9114293487651974
73|64034|0.9068623585675486
73|7303|0.8988102191223083
74|4067|0.9641983074151007
74|3512|0.9620648280219526
74|140|0.9501062022334364
74|1767|0.9456294586165837
74|779|0.9438453567224918
75|765|0.9157780305679054
75|3912|0.8864888879224421
75|95067|0.8859477511853324
75|984|0.8851851628219257
75|569|0.8811877430368039
76|172|0.9303965785923138
76|71530|0.9139478225847215
76|3981|0.9053532765331674
76|338|0.905135885196445
76|3986|0.9043807734797291
77|1310|0.9340249036168209
77|4711|0.9307103347297379
77|5137|0.9273931151360929
77|5385|0.9243507077070148
77|3680|0.9155559613012483
78|6185|0.9010940239155273
78|37733|0.8986757507726916
78|1218|0.894403652762185
78|293|0.8920612055749207
78|3265|0.8919952296547866
79|6879|0.9032439128069425
79|454|0.9020872583949899
79|3249|0.8995549037419874
79|640|0.8935510542497406
79|6281|0.8928621445527529
80|6427|0.8542743219339437
80|3289|0.8489410698320139
80|917|0.8477863638022943
80|262|0.8472678591086498
80|7059|0.8407156420838164
81|431|0.8973328775736251
